Record_ID,Location_Name,Location_Type,Country,ISO2,ISO3,Region,Admin1_Name,Latitude,Longitude,Timezone,Population,Population_Source,Population_Bamwor,Population_SimpleMaps,Population_Starting_List,Population_Size_Class,Capital_Classification,Country_GDP_Per_Capita_USD,Country_GDP_PPP_USD,OpenStreetMap_URL,Wikipedia_Search_URL,Image_Research_URL,Primary_Source,Starting_List_Included
5320,Innsbruck,City / administrative seat,Austria,AT,AUT,Europe,Tyrol,47.262660,11.394540,Europe/Vienna,"132,493",SimpleMaps,"132,493","132,493",,"100,000–249,999",First-order administrative capital,"63,300.00","581,131,000,000.00",https://www.openstreetmap.org/?mlat=47.262660&mlon=11.394540#map=10/47.262660/11.394540,https://en.wikipedia.org/w/index.php?search=Innsbruck%2C+Austria,https://commons.wikimedia.org/w/index.php?search=Innsbruck%2C+Austria&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
5321,Kingston,City / populated place,Canada,CA,CAN,North America,Ontario,44.229760,-76.480980,America/Toronto,"132,485",Bamwor,"132,485",,,"100,000–249,999",Not classified as capital,"56,700.00","2,341,000,000,000.00",https://www.openstreetmap.org/?mlat=44.229760&mlon=-76.480980#map=10/44.229760/-76.480980,https://en.wikipedia.org/w/index.php?search=Kingston%2C+Canada,https://commons.wikimedia.org/w/index.php?search=Kingston%2C+Canada&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
5322,Obninsk,City / administrative seat,Russia,RU,RUS,Central Asia,Kaluga Oblast,55.109930,36.612380,Europe/Moscow,"132,477",Uploaded starting list,"107,392","115,029","132,477","100,000–249,999",Lower-order administrative capital,"41,700.00","6,089,000,000,000.00",https://www.openstreetmap.org/?mlat=55.109930&mlon=36.612380#map=10/55.109930/36.612380,https://en.wikipedia.org/w/index.php?search=Obninsk%2C+Russia,https://commons.wikimedia.org/w/index.php?search=Obninsk%2C+Russia&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,TRUE
5323,San Luis,City / administrative seat,Guatemala,GT,GTM,Americas,Petén,16.200000,-89.440000,America/Guatemala,"132,470",SimpleMaps,,"132,470",,"100,000–249,999",Lower-order administrative capital,"12,600.00","232,673,000,000.00",https://www.openstreetmap.org/?mlat=16.200000&mlon=-89.440000#map=10/16.200000/-89.440000,https://en.wikipedia.org/w/index.php?search=San+Luis%2C+Guatemala,https://commons.wikimedia.org/w/index.php?search=San+Luis%2C+Guatemala&title=Special:MediaSearch&type=image,SimpleMaps world-cities community mirror,FALSE
5324,Sterling Heights,City / populated place,United States,US,USA,North America,Michigan,42.580310,-83.030200,America/Detroit,"132,438",SimpleMaps,"132,052","132,438",,"100,000–249,999",Not classified as capital,"75,500.00","25,676,000,000,000.00",https://www.openstreetmap.org/?mlat=42.580310&mlon=-83.030200#map=10/42.580310/-83.030200,https://en.wikipedia.org/w/index.php?search=Sterling+Heights%2C+United+States,https://commons.wikimedia.org/w/index.php?search=Sterling+Heights%2C+United+States&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
5325,Cerro,City / populated place,Cuba,CU,CUB,Central America and Caribbean,Havana,23.108090,-82.386600,America/Havana,"132,351",Bamwor,"132,351",,,"100,000–249,999",Not classified as capital,"23,700.00","81,165,000,000.00",https://www.openstreetmap.org/?mlat=23.108090&mlon=-82.386600#map=10/23.108090/-82.386600,https://en.wikipedia.org/w/index.php?search=Cerro%2C+Cuba,https://commons.wikimedia.org/w/index.php?search=Cerro%2C+Cuba&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
5326,Kent,City / populated place,United States,US,USA,North America,Washington,47.380930,-122.234840,America/Los_Angeles,"132,319",SimpleMaps,"126,952","132,319",,"100,000–249,999",Not classified as capital,"75,500.00","25,676,000,000,000.00",https://www.openstreetmap.org/?mlat=47.380930&mlon=-122.234840#map=10/47.380930/-122.234840,https://en.wikipedia.org/w/index.php?search=Kent%2C+United+States,https://commons.wikimedia.org/w/index.php?search=Kent%2C+United+States&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
5327,Ferrara,City / administrative seat,Italy,IT,ITA,Europe,Emilia-Romagna,44.838040,11.620570,Europe/Rome,"132,278",SimpleMaps,"132,009","132,278",,"100,000–249,999",Lower-order administrative capital,"53,100.00","3,133,000,000,000.00",https://www.openstreetmap.org/?mlat=44.838040&mlon=11.620570#map=10/44.838040/11.620570,https://en.wikipedia.org/w/index.php?search=Ferrara%2C+Italy,https://commons.wikimedia.org/w/index.php?search=Ferrara%2C+Italy&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
5328,Dimitrovgrad,City / populated place,Russia,RU,RUS,Central Asia,Ulyanovsk,54.213860,49.618380,Europe/Ulyanovsk,"132,226",Bamwor,"132,226","116,055","108,073","100,000–249,999",Lower-order administrative capital,"41,700.00","6,089,000,000,000.00",https://www.openstreetmap.org/?mlat=54.213860&mlon=49.618380#map=10/54.213860/49.618380,https://en.wikipedia.org/w/index.php?search=Dimitrovgrad%2C+Russia,https://commons.wikimedia.org/w/index.php?search=Dimitrovgrad%2C+Russia&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,TRUE
5329,Bettiah,City / populated place,India,IN,IND,South Asia,Bihar,26.802290,84.503110,Asia/Kolkata,"132,209",Bamwor,"132,209",,,"100,000–249,999",Not classified as capital,"9,800.00","14,244,000,000,000.00",https://www.openstreetmap.org/?mlat=26.802290&mlon=84.503110#map=10/26.802290/84.503110,https://en.wikipedia.org/w/index.php?search=Bettiah%2C+India,https://commons.wikimedia.org/w/index.php?search=Bettiah%2C+India&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
5330,Maijdi,City / populated place,Bangladesh,BD,BGD,South Asia,Chittagong,22.866670,91.100000,Asia/Dhaka,"132,185",Bamwor,"132,185",,,"100,000–249,999",Not classified as capital,"8,500.00","1,473,000,000,000.00",https://www.openstreetmap.org/?mlat=22.866670&mlon=91.100000#map=10/22.866670/91.100000,https://en.wikipedia.org/w/index.php?search=Maijdi%2C+Bangladesh,https://commons.wikimedia.org/w/index.php?search=Maijdi%2C+Bangladesh&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
5331,Minglanilla,City / administrative seat,Philippines,PH,PHL,Asia,Cebu,10.245000,123.796400,Asia/Manila,"132,135",SimpleMaps,,"132,135",,"100,000–249,999",Lower-order administrative capital,"10,400.00","1,202,000,000,000.00",https://www.openstreetmap.org/?mlat=10.245000&mlon=123.796400#map=10/10.245000/123.796400,https://en.wikipedia.org/w/index.php?search=Minglanilla%2C+Philippines,https://commons.wikimedia.org/w/index.php?search=Minglanilla%2C+Philippines&title=Special:MediaSearch&type=image,SimpleMaps world-cities community mirror,FALSE
5332,San Pedro Garza Garcia,City / administrative seat,Mexico,MX,MEX,North America,Nuevo León,25.660400,-100.406510,America/Monterrey,"132,128",Bamwor,"132,128","122,009",,"100,000–249,999",Lower-order administrative capital,"22,000.00","2,883,000,000,000.00",https://www.openstreetmap.org/?mlat=25.660400&mlon=-100.406510#map=10/25.660400/-100.406510,https://en.wikipedia.org/w/index.php?search=San+Pedro+Garza+Garcia%2C+Mexico,https://commons.wikimedia.org/w/index.php?search=San+Pedro+Garza+Garcia%2C+Mexico&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
5333,Sapucaia do Sul,City / populated place,Brazil,BR,BRA,South America,Rio Grande do Sul,-29.817820,-51.145510,America/Sao_Paulo,"132,107",Bamwor,"132,107",,,"100,000–249,999",Not classified as capital,"19,600.00","4,165,000,000,000.00",https://www.openstreetmap.org/?mlat=-29.817820&mlon=-51.145510#map=10/-29.817820/-51.145510,https://en.wikipedia.org/w/index.php?search=Sapucaia+do+Sul%2C+Brazil,https://commons.wikimedia.org/w/index.php?search=Sapucaia+do+Sul%2C+Brazil&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
5334,Kombolcha,City / populated place,Ethiopia,ET,ETH,Africa,Amhara,11.081550,39.743390,Africa/Addis_Ababa,"132,100",Bamwor,"132,100",,,"100,000–249,999",Not classified as capital,"2,900.00","380,895,000,000.00",https://www.openstreetmap.org/?mlat=11.081550&mlon=39.743390#map=10/11.081550/39.743390,https://en.wikipedia.org/w/index.php?search=Kombolcha%2C+Ethiopia,https://commons.wikimedia.org/w/index.php?search=Kombolcha%2C+Ethiopia&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
5335,Muricay,City / populated place,Philippines,PH,PHL,East and Southeast Asia,Zamboanga Peninsula,7.827500,123.478200,Asia/Manila,"132,094",Bamwor,"132,094",,,"100,000–249,999",Not classified as capital,"10,400.00","1,202,000,000,000.00",https://www.openstreetmap.org/?mlat=7.827500&mlon=123.478200#map=10/7.827500/123.478200,https://en.wikipedia.org/w/index.php?search=Muricay%2C+Philippines,https://commons.wikimedia.org/w/index.php?search=Muricay%2C+Philippines&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
5336,Surat Thani,City / administrative seat,Thailand,TH,THA,East and Southeast Asia,Surat Thani,9.140110,99.333110,Asia/Bangkok,"132,040",Bamwor,"132,040","130,703",,"100,000–249,999",First-order administrative capital,"21,700.00","1,558,000,000,000.00",https://www.openstreetmap.org/?mlat=9.140110&mlon=99.333110#map=10/9.140110/99.333110,https://en.wikipedia.org/w/index.php?search=Surat+Thani%2C+Thailand,https://commons.wikimedia.org/w/index.php?search=Surat+Thani%2C+Thailand&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
5337,Gyor,City / administrative seat,Hungary,HU,HUN,Europe,Gy?r-Moson-Sopron,47.683330,17.635120,Europe/Budapest,"132,034",SimpleMaps,"129,301","132,034",,"100,000–249,999",First-order administrative capital,"40,700.00","389,207,000,000.00",https://www.openstreetmap.org/?mlat=47.683330&mlon=17.635120#map=10/47.683330/17.635120,https://en.wikipedia.org/w/index.php?search=Gyor%2C+Hungary,https://commons.wikimedia.org/w/index.php?search=Gyor%2C+Hungary&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
5338,Yavatmal,City / populated place,India,IN,IND,South Asia,Maharashtra,20.393240,78.132010,Asia/Kolkata,"132,000",SimpleMaps,"128,175","132,000",,"100,000–249,999",Not classified as capital,"9,800.00","14,244,000,000,000.00",https://www.openstreetmap.org/?mlat=20.393240&mlon=78.132010#map=10/20.393240/78.132010,https://en.wikipedia.org/w/index.php?search=Yavatmal%2C+India,https://commons.wikimedia.org/w/index.php?search=Yavatmal%2C+India&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
5339,Quan GJuc Thinh,City / populated place,Vietnam,VN,VNM,East and Southeast Asia,,10.309890,105.738550,Asia/Ho_Chi_Minh,"132,000",Bamwor,"132,000",,,"100,000–249,999",Not classified as capital,"14,400.00","1,456,000,000,000.00",https://www.openstreetmap.org/?mlat=10.309890&mlon=105.738550#map=10/10.309890/105.738550,https://en.wikipedia.org/w/index.php?search=Quan+GJuc+Thinh%2C+Vietnam,https://commons.wikimedia.org/w/index.php?search=Quan+GJuc+Thinh%2C+Vietnam&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
5340,Karabuek,City / administrative seat,Türkiye,TR,TUR,Middle East,Karabük Province,41.204880,32.627680,Europe/Istanbul,"131,989",SimpleMaps,"125,403","131,989",,"100,000–249,999",First-order administrative capital,"35,300.00","3,018,000,000,000.00",https://www.openstreetmap.org/?mlat=41.204880&mlon=32.627680#map=10/41.204880/32.627680,https://en.wikipedia.org/w/index.php?search=Karabuek%2C+T%C3%BCrkiye,https://commons.wikimedia.org/w/index.php?search=Karabuek%2C+T%C3%BCrkiye&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
5341,Kyzyl,City / administrative seat,Russia,RU,RUS,Central Asia,Republic of Tyva,51.711080,94.437760,Asia/Krasnoyarsk,"131,981",Uploaded starting list,"116,983","116,015","131,981","100,000–249,999",First-order administrative capital,"41,700.00","6,089,000,000,000.00",https://www.openstreetmap.org/?mlat=51.711080&mlon=94.437760#map=10/51.711080/94.437760,https://en.wikipedia.org/w/index.php?search=Kyzyl%2C+Russia,https://commons.wikimedia.org/w/index.php?search=Kyzyl%2C+Russia&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,TRUE
5342,Omuta,City / administrative seat,Japan,JP,JPN,East and Southeast Asia,Fukuoka,33.033330,130.450000,Asia/Tokyo,"131,974",Bamwor,"131,974",,,"100,000–249,999",Lower-order administrative capital,"46,100.00","5,715,000,000,000.00",https://www.openstreetmap.org/?mlat=33.033330&mlon=130.450000#map=10/33.033330/130.450000,https://en.wikipedia.org/w/index.php?search=Omuta%2C+Japan,https://commons.wikimedia.org/w/index.php?search=Omuta%2C+Japan&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
5343,Villa Mercedes,City / populated place,Chile,CL,CHL,South America,Biobío,-37.404210,-71.979490,America/Santiago,"131,936",Bamwor,"131,936",,,"100,000–249,999",Not classified as capital,"30,200.00","596,556,000,000.00",https://www.openstreetmap.org/?mlat=-37.404210&mlon=-71.979490#map=10/-37.404210/-71.979490,https://en.wikipedia.org/w/index.php?search=Villa+Mercedes%2C+Chile,https://commons.wikimedia.org/w/index.php?search=Villa+Mercedes%2C+Chile&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
5344,Fuji,City / administrative seat,China,CN,CHN,East and Southeast Asia,Sichuan,29.148190,105.373910,Asia/Shanghai,"131,927",Bamwor,"131,927",,,"100,000–249,999",Lower-order administrative capital,"23,800.00","33,598,000,000,000.00",https://www.openstreetmap.org/?mlat=29.148190&mlon=105.373910#map=10/29.148190/105.373910,https://en.wikipedia.org/w/index.php?search=Fuji%2C+China,https://commons.wikimedia.org/w/index.php?search=Fuji%2C+China&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
5345,Palwal,City / populated place,India,IN,IND,South Asia,Haryana,28.144690,77.325460,Asia/Kolkata,"131,926",Bamwor,"131,926",,,"100,000–249,999",Not classified as capital,"9,800.00","14,244,000,000,000.00",https://www.openstreetmap.org/?mlat=28.144690&mlon=77.325460#map=10/28.144690/77.325460,https://en.wikipedia.org/w/index.php?search=Palwal%2C+India,https://commons.wikimedia.org/w/index.php?search=Palwal%2C+India&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
5346,Dawukou,City / populated place,China,CN,CHN,East and Southeast Asia,Ningxia,39.041940,106.395830,Asia/Shanghai,"131,880",Bamwor,"131,880",,,"100,000–249,999",Not classified as capital,"23,800.00","33,598,000,000,000.00",https://www.openstreetmap.org/?mlat=39.041940&mlon=106.395830#map=10/39.041940/106.395830,https://en.wikipedia.org/w/index.php?search=Dawukou%2C+China,https://commons.wikimedia.org/w/index.php?search=Dawukou%2C+China&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
5347,Bulaon,City / populated place,Philippines,PH,PHL,East and Southeast Asia,Central Luzon,15.082620,120.662880,Asia/Manila,"131,818",Bamwor,"131,818",,,"100,000–249,999",Not classified as capital,"10,400.00","1,202,000,000,000.00",https://www.openstreetmap.org/?mlat=15.082620&mlon=120.662880#map=10/15.082620/120.662880,https://en.wikipedia.org/w/index.php?search=Bulaon%2C+Philippines,https://commons.wikimedia.org/w/index.php?search=Bulaon%2C+Philippines&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
5348,Garut,City / administrative seat,Indonesia,ID,IDN,East and Southeast Asia,West Java,-7.245000,107.921000,Asia/Jakarta,"131,809",Bamwor,"131,809",,,"100,000–249,999",Lower-order administrative capital,"14,500.00","4,102,000,000,000.00",https://www.openstreetmap.org/?mlat=-7.245000&mlon=107.921000#map=10/-7.245000/107.921000,https://en.wikipedia.org/w/index.php?search=Garut%2C+Indonesia,https://commons.wikimedia.org/w/index.php?search=Garut%2C+Indonesia&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
5349,Dunedin,City / administrative seat,New Zealand,NZ,NZL,Australia-Oceania,Otago,-45.874160,170.503610,Pacific/Auckland,"131,800",Bamwor,"131,800","106,200",,"100,000–249,999",First-order administrative capital,"48,200.00","257,117,000,000.00",https://www.openstreetmap.org/?mlat=-45.874160&mlon=170.503610#map=10/-45.874160/170.503610,https://en.wikipedia.org/w/index.php?search=Dunedin%2C+New+Zealand,https://commons.wikimedia.org/w/index.php?search=Dunedin%2C+New+Zealand&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
5350,Abiko,City / administrative seat,Japan,JP,JPN,East and Southeast Asia,Chiba,35.866670,140.016670,Asia/Tokyo,"131,771",Bamwor,"131,771","130,290",,"100,000–249,999",Lower-order administrative capital,"46,100.00","5,715,000,000,000.00",https://www.openstreetmap.org/?mlat=35.866670&mlon=140.016670#map=10/35.866670/140.016670,https://en.wikipedia.org/w/index.php?search=Abiko%2C+Japan,https://commons.wikimedia.org/w/index.php?search=Abiko%2C+Japan&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
5351,Kadoma,City / administrative seat,Japan,JP,JPN,East and Southeast Asia,Osaka,34.738100,135.574420,Asia/Tokyo,"131,727",Bamwor,"131,727","118,319",,"100,000–249,999",Lower-order administrative capital,"46,100.00","5,715,000,000,000.00",https://www.openstreetmap.org/?mlat=34.738100&mlon=135.574420#map=10/34.738100/135.574420,https://en.wikipedia.org/w/index.php?search=Kadoma%2C+Japan,https://commons.wikimedia.org/w/index.php?search=Kadoma%2C+Japan&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
5352,Majie,City / populated place,China,CN,CHN,East and Southeast Asia,Yunnan,25.031900,102.638000,Asia/Shanghai,"131,696",Bamwor,"131,696",,,"100,000–249,999",Not classified as capital,"23,800.00","33,598,000,000,000.00",https://www.openstreetmap.org/?mlat=25.031900&mlon=102.638000#map=10/25.031900/102.638000,https://en.wikipedia.org/w/index.php?search=Majie%2C+China,https://commons.wikimedia.org/w/index.php?search=Majie%2C+China&title=Special:MediaSearch&type=image,Bamwor Global Cities Public,FALSE
5353,Papeete,City / administrative seat,French Polynesia,PF,PYF,Oceania,Îles du Vent,-17.533400,-149.566700,Pacific/Tahiti,"131,695",SimpleMaps,,"131,695",,"100,000–249,999",National capital,"23,300.00","6,007,000,000.00",https://www.openstreetmap.org/?mlat=-17.533400&mlon=-149.566700#map=10/-17.533400/-149.566700,https://en.wikipedia.org/w/index.php?search=Papeete%2C+French+Polynesia,https://commons.wikimedia.org/w/index.php?search=Papeete%2C+French+Polynesia&title=Special:MediaSearch&type=image,SimpleMaps world-cities community mirror,FALSE
